society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,extra_rooms,floorNum,agePossession,built_up_area,furnishing_type,luxury_score
tulip petals,1.1,sector 89,7096.774193548387,3,2,3,0,4,New Property,1550.0,0,0
ansal plaza,1.0,sector 2,10000.0,2,3,0,0,1,Moderately Old,1000.0,0,0
krisumi waterfall residences,3.65,sector 36a,15890.291684806269,3,3,2,0,17,New Property,2297.0,0,31
chd avenue,1.4,sector 71,7150.153217568948,3,3,2,1,1,Moderately Old,1958.0,2,125
smart world orchard,2.6,sector 61,17627.118644067796,3,3,2,0,2,New Property,1475.0,0,47
m3m skywalk,1.6,sector 74,12578.616352201258,2,2,2,0,28,New Property,1272.0,0,15
supertech hill town,0.75,sector-2 sohna road,6906.077348066298,2,2,2,3,17,Under Construction,1086.0,0,83
vatika city homes,0.75,sector 83,6255.212677231026,2,2,2,0,3,Relatively New,1199.0,2,49
emaar the palm drive,3.9,sector 66,17727.272727272728,3,4,3,0,2,Relatively New,2200.0,0,0
m3m sky lofts,1.0,sector 71,11507.479861910242,1,1,1,0,9,Moderately Old,869.0,0,77
raheja vedaanta,0.7,sector 108,4521.963824289405,2,2,3,0,1,Relatively New,1548.0,0,0
ashiana anmol,0.9,sohna road,7058.823529411765,2,2,2,0,8,Relatively New,1275.0,0,0
sidhartha ncr one phase,0.6,sector 95,4800.0,2,2,3,0,10,New Property,1250.0,0,0
chintels paradiso,1.97,sector 109,8277.310924369747,4,4,2,2,11,Relatively New,2380.0,0,49
ild grand,1.35,sector 37c,7417.582417582417,3,3,0,0,1,New Property,1820.0,0,60
ramprastha the edge towers,0.75,sector 37d,5319.148936170212,2,2,3,0,19,Moderately Old,1410.0,0,63
pioneer park,1.6,sector 61,10437.051532941943,2,2,2,1,21,Relatively New,1533.0,0,105
trisara our homes 3,0.4,sohna road,5979.073243647234,2,2,1,0,0,New Property,669.0,2,90
ashiana anmol,0.99,sohna road,9473.684210526315,2,2,2,0,6,Under Construction,1045.0,0,49
paras dews,2.1,sector 106,9854.528390427029,4,6,3+,2,6,Relatively New,2131.0,0,60
umang monsoon breeze,0.69,sector 78,4852.320675105485,2,2,2,0,11,Moderately Old,1422.0,0,60
m3m soulitude,1.0,sector 89,8156.606851549755,2,2,2,1,2,New Property,1226.0,0,49
signature global park 4,0.85,sector 36,10204.081632653062,3,2,3,0,1,New Property,833.0,0,33
hcbs sports ville,0.32,sohna road,4301.133079745696,2,2,1,0,3,Relatively New,743.99,0,109
raheja the vedaanta floors,0.7,sector 108,4069.767441860465,2,2,3,0,1,Moderately Old,1720.0,2,0
kamal residence,0.4,sohna road,6872.852233676976,2,2,1,1,0,New Property,582.0,2,16
m3m soulitude,1.42,sector 89,8981.657179000633,3,3,2,0,3,New Property,1581.0,0,15
rof ananda,0.38,sector 95,5307.262569832402,2,2,2,1,5,Relatively New,716.0,0,83
gls arawali homes,0.26,sohna road,4062.5,2,2,2,0,4,Relatively New,640.0,0,42
avl 36 gurgaon,0.5,sector 36a,8333.333333333334,1,1,1,0,5,Relatively New,600.0,0,0
tata primanti,6.5,sector 72,16900.67602704108,4,4,3+,3,0,Relatively New,3846.0,0,67
bestech altura,1.9,sector 79,7953.1184596065295,3,4,2,1,11,New Property,2389.0,0,49
eldeco accolade,0.85,sohna road,8691.20654396728,2,2,3,0,10,New Property,978.0,0,72
adarsh nagar,0.65,sector 12,5569.837189374464,3,3,1,0,1,New Property,1167.0,2,42
g l s arawali homes,0.26,sohna road,4990.403071017275,2,2,2,0,1,Moderately Old,521.0,0,0
gls arawali homes,0.35,sohna road,6717.85028790787,2,2,2,0,12,New Property,521.0,0,42
ild greens,1.05,sector 37c,7000.0,3,3,3,0,4,New Property,1500.0,2,5
piedmont taksila heights,0.9,sector 37c,5855.562784645414,3,3,3,0,9,Moderately Old,1537.0,2,94
dlf the arbour,8.5,sector 63,21518.98734177215,4,4,0,0,27,New Property,3950.0,0,61
suncity avenue 76,0.75,sector 76,11278.195488721805,2,2,2,0,11,Under Construction,665.0,0,57
ats marigold,1.5,sector 89,7716.049382716049,3,3,3,1,2,New Property,1944.0,0,49
godrej summit,1.75,sector 104,6777.691711851278,4,5,3+,1,1,New Property,2582.0,0,60
bestech altura,1.9,sector 79,9763.617677286742,3,4,3,0,11,Under Construction,1946.0,0,96
godrej nature plus serenity,1.45,sector 33,9589.94708994709,3,2,3,0,3,Under Construction,1512.0,0,49
conscient elevate,4.02,sector 59,15764.705882352939,3,3,1,0,3,Under Construction,2550.0,0,31
sare crescent parc royal greens phase 1,0.5,sector 92,5000.0,2,2,3,0,2,Relatively New,1000.0,0,0
emaar mgf the palm drive,3.98,sector 66,19989.954796584632,3,4,3+,1,2,Moderately Old,1991.0,2,123
signature global park,0.55,sohna road,6642.512077294686,2,2,3,0,4,New Property,828.0,0,80
godrej,1.47,sector 79,16261.061946902655,2,2,3,1,9,New Property,904.0,0,99
lotus homz,0.7,sector 111,9055.62742561449,2,2,2,0,8,Relatively New,773.0,0,68
smart world gems,1.1,sector 89,8972.26753670473,2,2,2,1,3,New Property,1226.0,0,77
krisumi waterfall residences,2.2,sector 36a,16442.451420029895,2,2,2,0,23,New Property,1338.0,0,15
rof ananda,0.55,sector 95,6351.039260969977,3,2,2,1,14,New Property,866.0,2,30
rof ananda,0.55,sector 95,6781.750924784217,3,2,2,1,14,New Property,811.0,2,81
smart world gems,1.16,sector 89,7337.1283997469955,3,3,2,1,3,Under Construction,1581.0,0,68
pareena mi casa,1.1,sector 68,8842.443729903536,2,2,3,0,13,New Property,1244.0,0,106
godrej nature plus,1.2,sector 33,13363.0289532294,2,2,0,0,11,Under Construction,898.0,0,56
antriksh green,2.25,sector 45,7044.45835942392,4,4,2,1,9,Old Property,3194.0,1,23
whiteland the aspen,3.35,sector 76,15869.25627664614,3,4,3+,1,5,Under Construction,2111.0,1,151
bestech altura,2.69,sector 79,13823.22713257965,3,4,3+,1,3,New Property,1946.0,0,49
ansal height 86,0.8,sector 86,5882.35294117647,2,2,0,0,1,Relatively New,1360.0,0,0
ramsons kshitij,0.35,sector 95,5494.505494505494,2,2,0,0,5,New Property,637.0,0,0
vipul lavanya,0.6,sector 81,7371.007371007371,2,2,1,0,0,Under Construction,814.0,0,0
breez global heights,0.46,sohna road,5830.164765525982,2,2,2,0,6,Relatively New,789.0,1,49
conscient heritage max,2.5,sector 102,12853.470437017995,3,4,3+,2,25,New Property,1945.0,2,56
vipul lavanya,0.6,sector 81,6000.0,2,2,1,0,0,Relatively New,1000.0,0,49
pareena mi casa,1.0,sector 68,7347.538574577517,2,2,2,1,16,New Property,1361.0,0,65
ashiana anmol,0.93,sohna road,9300.0,2,2,2,1,9,Under Construction,1000.0,0,31
smart world orchard,2.54,sector 61,13940.724478594952,3,3,3,1,2,Under Construction,1822.0,0,16
ansal sushant residency,1.5,sector 57,6775.067750677506,3,2,3+,0,1,Moderately Old,2214.0,0,87
shree vardhman flora,0.7,sector 90,5718.954248366013,2,2,3,1,9,New Property,1224.0,0,97
m3m heights,2.78,sector 65,16807.73881499395,3,3,3,0,44,Relatively New,1654.0,0,56
mvn athens,0.25,sohna road,5197.505197505197,2,2,0,0,0,Relatively New,481.0,0,37
sare crescent parc,0.9,sector 92,4986.149584487534,4,5,3+,1,3,Relatively New,1805.0,0,0
shree vardhman flora,0.96,sector 90,5657.041838538597,3,4,3,1,3,New Property,1697.0,0,106
ramprastha skyz,1.2,sector 37d,6315.789473684211,3,2,1,2,9,Under Construction,1900.0,0,53
ashray apartment,0.64,carterpuri village,6779.661016949152,2,2,1,0,3,Moderately Old,944.0,2,42
m3m woodshire,0.9,sector 107,7281.553398058252,2,2,3+,1,10,Relatively New,1236.0,2,49
rof aalayas,0.45,sector 102,6000.0,1,1,2,0,6,Relatively New,750.0,0,0
paras quartier,5.9,gwal pahari,11028.03738317757,4,4,3+,0,0,Moderately Old,5350.0,0,63
gls arawali homes,0.32,sohna road,6722.689075630252,2,1,0,0,0,Relatively New,476.0,0,0
ild grand,1.2,sector 37c,7285.974499089253,3,3,3,0,7,Under Construction,1647.0,0,24
sidhartha ncr greens,0.56,sector 95,6250.000000000001,2,2,3,0,13,New Property,896.0,0,8
mapsko mount ville,1.4,sector 79,8454.106280193237,3,3,3,0,2,New Property,1656.0,2,112
cghs hewo apartments,1.25,sector 31,10416.666666666666,2,2,2,0,2,Old Property,1200.0,0,28
godrej nature plus,1.5,sector 33,9746.588693957116,2,2,3+,0,2,Under Construction,1539.0,0,87
m3m the marina,2.22,sector 68,15823.235923022097,3,2,3,0,4,Relatively New,1403.0,0,44
valley view estate,1.5,gwal pahari,7451.564828614009,4,4,3+,3,9,Old Property,2013.0,2,135
mapsko mount ville,1.85,sector 79,11259.89044430919,3,4,3,2,21,New Property,1643.0,0,49
smart world orchard,1.6,sector 61,12519.561815336463,2,2,2,0,4,Under Construction,1278.0,0,16
raheja vedas,2.15,sector 108,4673.913043478261,3,4,3+,1,12,Relatively New,4600.0,0,0
gls arawali homes,0.3,sohna road,5725.1908396946565,2,2,2,0,4,Relatively New,524.0,1,120
ganga apartment,0.74,shanti nagar,5437.178545187362,3,3,2,0,0,Relatively New,1361.0,0,62
surbhi apartment,3.2,sushant lok,12075.471698113208,4,3,3,0,6,Old Property,2650.0,0,44
espire south,1.32,sector 68,9041.09589041096,2,2,2,0,9,New Property,1460.0,0,0
adani brahma samsara vilasa,3.0,sector 63,15000.0,3,3,3,0,3,New Property,2000.0,0,24
smart world gems,1.2,sector 89,8432.8882642305,3,3,2,2,3,New Property,1423.0,0,37
godrej nature plus serenity,1.39,sector 33,10427.60690172543,3,2,3+,0,23,Under Construction,1333.0,0,105
m3m skycity,3.0,sector 65,18137.847642079807,3,3,3,0,17,Under Construction,1654.0,0,99
nbcc heights,1.5,sector 89,7800.312012480499,3,3,3,2,8,Relatively New,1923.0,0,105
the castle society,2.0,sector 56,9610.764055742431,4,4,2,0,4,Under Construction,2081.0,0,0
essel towers,2.75,sector 14,12500.0,4,5,3+,2,8,Old Property,2200.0,1,128
lotus homz,0.36,sector 111,8000.0,1,1,1,0,10,Relatively New,450.0,0,44
shreeram apartment ii,0.21,sector 4,4200.0,1,1,1,0,2,Relatively New,500.0,0,7
zara aavaas,0.26,sector 104,8637.873754152824,1,1,2,0,0,Relatively New,301.0,0,91
m3m woodshire,1.8,sector 107,9798.58464888405,3,4,3+,1,2,Relatively New,1837.0,0,129
krisumi waterfall residences,4.1,sector 36a,14539.00709219858,3,4,3,1,30,New Property,2820.0,1,49
godrej,1.3,sector 79,9135.628952916373,2,2,3,1,3,New Property,1423.0,0,49
the roselia 2,0.45,sector 95,6474.820143884892,2,2,2,0,19,New Property,695.0,0,0
signature global solera,0.6,sector 107,8000.0,3,2,2,0,8,Relatively New,750.0,0,55
signature global solera,0.4,sector 107,6932.409012131716,2,2,1,0,7,Relatively New,577.0,2,55
ambience creacions,1.99,sector 22,15486.381322957199,2,2,2,3,9,New Property,1285.0,0,20
ambience creacions,1.99,sector 22,15486.381322957199,2,2,2,0,9,New Property,1285.0,0,49
mvn athens sohna gurgaon,0.28,sector-5 sohna road,5253.283302063791,2,2,1,0,2,Relatively New,533.0,0,42
ashiana mulberry,0.74,sohna road,5413.313825896123,2,2,3+,0,12,Relatively New,1367.0,0,71
m3m soulitude,1.28,sector 89,7945.375543140906,3,3,2,1,4,Under Construction,1611.0,0,114
smart world orchard,1.6,sector 61,12519.561815336463,2,2,2,2,4,New Property,1278.0,0,29
ace palm floors,0.97,sector 89,7075.127644055434,2,2,2,1,1,New Property,1371.0,0,28
umang winter hills,0.86,sector 77,7084.0197693574955,2,2,2,0,16,New Property,1214.0,2,79
aipl zen residences,1.25,sector 70a,8915.83452211127,2,2,2,0,19,New Property,1402.0,0,42
birla navya,3.23,sector 63a,19695.121951219513,3,3,3,1,4,New Property,1640.0,0,52
signature global solera,0.25,sector 107,7861.635220125786,1,1,0,0,0,Relatively New,318.0,0,55
capital residences 360,1.1,sector 70a,8384.146341463415,2,2,3+,0,8,New Property,1312.0,0,60
signature global synera,0.48,sector 81,7830.342577487765,2,2,1,0,7,Relatively New,613.0,2,70
m3m skycity,1.8,sector 65,12362.637362637362,2,2,3,0,13,New Property,1456.0,0,73
dlf the arbour,7.9,sector 63,20000.0,4,4,3+,0,34,Under Construction,3950.0,0,61
ild greens,0.95,sector 37c,8057.675996607294,2,2,3+,2,11,Relatively New,1179.0,2,119
rof ananda,0.36,sector 95,5020.92050209205,2,2,2,1,10,New Property,717.0,0,75
breez global heights,0.24,sector 36,5240.174672489083,1,1,1,0,8,New Property,458.0,0,57
global height,0.45,sohna road,5703.42205323194,2,2,2,0,6,Relatively New,789.0,1,49
signature global the millennia,0.65,sector 37d,10400.0,2,2,3,0,0,New Property,625.0,0,40
m3m heights,2.01,sector 65,13562.753036437245,2,2,3,1,8,New Property,1482.0,0,44
smart world gems,1.0,sector 89,8130.081300813008,2,2,2,1,1,Under Construction,1230.0,0,38
aashirwad residency,0.9,sector 5 chowk,10123.734533183351,3,2,2,1,4,Moderately Old,889.0,0,29
tulip monsella,6.02,sector 53,20816.04426002766,3,3,3,0,29,Under Construction,2892.0,0,68
smart world gems,0.9,sector 89,8144.796380090498,2,2,2,0,1,New Property,1105.0,0,45
whiteland  the aspen,3.5,sector 76,11916.922029281579,3,4,3,0,8,Under Construction,2937.0,0,0
godrej air,1.3,sector 85,11504.424778761062,2,2,3,0,30,Under Construction,1130.0,0,111
pyramid urban homes 2,0.5,sector 86,8726.003490401396,2,2,2,0,6,Old Property,573.0,0,15
breez global hill view,0.35,sohna road,5319.148936170212,2,2,2,0,18,New Property,658.0,0,15
hcbs sports ville,0.25,sohna road,4166.666666666667,1,1,1,0,12,Relatively New,600.0,0,37
eden landmark,0.5,manesar,3846.153846153846,2,2,0,0,7,Under Construction,1300.0,0,0
pivotal devaan,0.27,sector 84,6976.7441860465115,1,1,1,0,13,Relatively New,387.0,1,45
cghs vidya enclave,1.7,sector 56,10725.552050473187,3,2,3,1,6,Old Property,1585.0,0,101
smart world gems,1.16,sector 89,11623.246492985973,3,2,3,1,1,New Property,998.0,0,49
m3m woodshire,1.01,sector 107,8416.666666666666,2,2,3+,1,11,New Property,1200.0,0,74
vasant apartment,1.75,"old delhi road, opp sector-14",6846.635367762128,5,5,2,3,3,Old Property,2556.0,1,53
signature global solera 2,0.5,sector 107,8038.585209003216,2,2,2,0,13,New Property,622.0,0,8
signature global park 4,0.82,sector 36,6827.643630308075,3,2,3,0,2,New Property,1201.0,0,24
orris carnation residency,1.1,sector 85,7498.295841854124,3,4,3,1,6,Moderately Old,1467.0,1,65
irwo westend towers,0.65,sector 47,10851.419031719533,1,1,2,0,3,Old Property,599.0,0,56
smart world orchard,1.58,sector 61,12363.067292644757,2,2,2,1,3,New Property,1278.0,0,15
afnhb jalvayu vihar,0.85,sector 30,11580.381471389646,2,2,1,1,2,Old Property,734.0,2,49
"godrej 101, sector 79",1.25,sector 79,9038.322487346348,2,2,3,0,1,Relatively New,1383.0,0,0
signature global park 4,0.72,sector 36,7361.963190184049,3,2,3,0,3,Under Construction,978.0,0,0
satya element one,0.87,sector 49,17400.0,1,1,1,0,2,Relatively New,500.0,1,22
godrej aria,1.7,sector 79,10247.13682941531,3,4,3+,1,6,New Property,1659.0,0,81
tulip ivory,2.35,sector 70,8811.398575178102,4,4,3+,1,10,Moderately Old,2667.0,2,65
breez global heights 88a,0.5,sector 88a,7541.478129713424,3,2,2,0,2,Under Construction,663.0,0,15
godrej,1.41,sector 79,8070.978820835719,2,2,3,1,3,New Property,1747.0,0,104
signature global city 92,0.99,sector 92,5960.264900662251,3,2,3,1,1,New Property,1661.0,0,37
tulip violet,3.25,sector 69,11168.384879725087,4,5,3+,2,14,Relatively New,2910.0,0,20
birla navya,3.5,sector 63a,23333.333333333332,3,3,3,0,1,Under Construction,1500.0,0,38
parsvnath green ville,2.5,sector 48,11536.686663590217,4,5,3,1,1,Moderately Old,2167.0,1,49
pyramid pride,0.5,sector 76,5924.1706161137445,2,2,1,0,8,Under Construction,844.0,0,76
suposhaa smartworld orchard,2.25,sector 61,13073.794305636258,3,3,2,0,3,Under Construction,1721.0,0,0
mittal surya vihar,1.4,sector 21,6445.672191528545,5,4,2,0,2,Moderately Old,2172.0,0,0
orris carnation residency,0.9,sector 85,6419.400855920114,3,3,2,0,12,Relatively New,1402.0,0,120
trisara our homes 3,0.36,sohna road,6896.551724137931,2,2,1,0,1,New Property,522.0,0,45
kendriya vihar,0.65,sector 56,7747.3182359952325,1,1,1,0,0,Moderately Old,839.0,0,143
godrej aria,1.3,sector 79,9774.436090225563,2,2,2,1,7,Relatively New,1330.0,2,116
ansal heights 86,0.67,sector 86,5442.729488220959,2,2,1,0,10,Relatively New,1231.0,0,115
breez global heights,0.25,sohna road,6476.683937823835,1,1,1,0,1,Relatively New,386.0,0,57
kendriya vihar,0.58,sector 56,8630.952380952382,1,1,1,0,1,Old Property,672.0,0,77
om apartment dayanand colony,0.26,sector 5,4012.3456790123455,1,1,1,0,3,Relatively New,648.0,0,14
pyramid urban homes 2,0.6,sector 86,7202.881152460985,3,2,2,0,2,New Property,833.0,0,13
pyramid urban homes 2,0.5,sector 86,7485.029940119761,2,2,1,0,2,Relatively New,668.0,0,35
godrej nature plus,1.35,sector 33,9097.035040431267,3,2,3+,1,7,Under Construction,1484.0,0,49
unitech south park,1.13,sector 70,7755.662319835276,3,3,2,0,1,Under Construction,1457.0,0,46
raheja atharva,1.6,sector 109,5319.148936170212,4,1,0,0,0,New Property,3008.0,0,0
greenopolis,0.65,sector 89,4676.258992805755,2,2,2,0,15,Under Construction,1390.0,0,37
breez global hill view,0.32,sohna road,5194.805194805195,2,2,2,0,19,Relatively New,616.0,2,21
satya the hermitage,0.8,sector 103,5517.241379310345,2,2,0,0,10,Relatively New,1450.0,0,61
sahara grace,5.5,sector 28,16147.974163241339,4,5,3+,2,5,Moderately Old,3406.0,2,8
imperia the esfera,0.95,sector 37c,6020.278833967047,2,2,0,1,17,Under Construction,1578.0,0,66
alpha corp gurgaonone,1.2,sector 84,10443.864229765013,2,2,1,0,6,Relatively New,1149.0,0,13
smart world orchard,1.55,sector 61,14889.5292987512,2,2,1,1,3,Under Construction,1041.0,0,43
the ivy,6.0,sushant lok,15764.582238570678,4,5,3,0,2,Old Property,3806.0,0,0
hcbs sports ville,0.3,sohna road,4037.6850605652758,2,2,2,0,3,Relatively New,743.0,0,0
whiteland blissville,1.92,sector 76,11483.253588516747,3,3,2,0,2,Under Construction,1672.0,0,61
mrg skyline,1.82,sector 106,13392.200147167034,3,2,2,0,4,Relatively New,1359.0,0,0
adani aangan arcade,0.5,sector 89,7440.476190476191,2,2,1,0,4,Relatively New,672.0,1,69
adani aangan galleria,0.25,sector 89,5813.953488372093,1,1,1,0,6,New Property,430.0,0,74
sare green parc 2,1.07,sector 92,5245.098039215686,4,3,3,2,10,Under Construction,2040.0,0,86
shree vardhman flora,0.8,sector 90,5925.925925925926,2,3,2,0,0,Relatively New,1350.0,0,60
spectrum centre,0.62,sector 82a,9538.461538461539,1,1,0,0,6,Relatively New,650.0,0,0
godrej nature plus,1.25,sector 33,9025.270758122744,2,2,3,0,17,Under Construction,1385.0,0,56
smart world gems,0.88,sector 89,7978.241160471442,2,2,0,0,2,New Property,1103.0,0,45
vatika india next,0.8,sector 82,5784.526391901663,2,2,3,0,9,Relatively New,1383.0,0,0
godrej nature plus,1.1,sector 33,7175.472928897587,2,2,2,0,14,Under Construction,1533.0,0,56
sare green parc,0.85,sector 92,6740.681998413957,3,2,2,0,14,Relatively New,1261.0,0,0
residency grand,5.0,sector 52,8653.513326410522,5,7,3+,2,1,Moderately Old,5778.0,0,77
godrej oasis,1.45,sector 88a,7275.464124435524,3,3,3,0,12,Relatively New,1993.0,0,49
smart world gems,1.25,sector 89,9704.968944099379,3,3,3,1,2,Under Construction,1288.0,0,12
ss residency,0.48,sector 6,5333.333333333333,3,2,2,0,2,Moderately Old,900.0,0,54
ireo the corridors,2.0,sector 67a,12626.262626262625,3,3,3,1,12,New Property,1584.0,0,38
imperia elvedor,0.55,sector 37c,8221.225710014947,1,1,0,0,5,Relatively New,669.0,0,0
hcbs sports ville,0.32,sohna road,4968.944099378882,2,2,1,0,7,New Property,644.0,0,37
ansal heights 86,0.82,sector 86,6307.692307692307,2,2,1,0,12,New Property,1300.0,0,49
zara aavaas,0.4,sector 104,7766.9902912621355,2,2,1,0,14,Relatively New,515.0,0,38
godrej nature plus,1.15,sector 33,11557.788944723618,2,2,2,0,15,Under Construction,995.0,0,38
antriksh heights,0.94,sector 84,7692.307692307692,3,2,3+,1,10,New Property,1222.0,2,89
residency grand,5.0,sector 52,9615.384615384615,5,5,3+,0,2,Moderately Old,5200.0,0,0
sare green parc,0.75,sector 92,4820.051413881748,3,2,2,0,16,Relatively New,1556.0,0,0
ss the leaf,1.3,sector 85,8760.10781671159,2,2,2,0,17,New Property,1484.0,0,90
ss almeria,1.5,sector 84,8112.493239588967,3,3,3,1,2,New Property,1849.0,0,108
sare petioles,1.25,sector 92,5487.2695346795435,3,3,3,1,18,Under Construction,2278.0,0,44
signature global park,0.65,sohna road,7119.386637458927,2,1,2,0,3,New Property,913.0,0,87
maxworth city residences,0.9,sector 10a,8287.292817679558,2,2,3,1,9,New Property,1086.0,0,52
vatika xpressions,0.92,sector 88b,6814.814814814815,2,2,3,0,3,New Property,1350.0,0,26
sare petioles,1.3,sector 92,6372.549019607844,4,4,0,0,7,Relatively New,2040.0,0,0
dhoot time residency,3.0,sector 63,18270.401948842875,3,3,3+,1,14,Relatively New,1642.0,2,0
signature global park,0.68,sohna road,7423.580786026202,2,2,2,0,3,New Property,916.0,0,113
samaspurkunj,0.55,samaspur,4712.939160239932,2,2,0,0,5,Relatively New,1167.0,0,36
m3m soulitude,1.33,sector 89,9346.451159522136,3,3,3,1,4,Under Construction,1423.0,0,125
m3m woodshire,0.8,sector 107,6472.491909385113,2,2,3+,0,14,New Property,1236.0,0,67
tulip petals,1.55,sector 89,11047.75481111903,3,2,3,1,6,Moderately Old,1403.0,2,111
conscient habitat,0.35,sector 99a,5775.577557755775,2,2,1,0,3,Relatively New,606.0,0,62
sare crescent parc,0.49,sector 92,4418.394950405771,2,2,2,0,2,Relatively New,1109.0,0,96
essel tower,1.85,iffco chowk,12251.655629139073,3,2,3,2,1,Moderately Old,1510.0,0,102
ats tourmaline,2.3,sector 109,9833.26207781103,3,4,3+,2,10,New Property,2339.0,0,74
ireo the corridors,1.5,sector 67a,10000.0,2,2,2,1,10,Relatively New,1500.0,2,38
godrej nature plus,1.25,sector 33,8122.157244964263,2,2,3+,0,15,Under Construction,1539.0,0,44
umang winter hills,1.0,sector 77,6715.916722632639,2,2,2,0,3,New Property,1489.0,0,74
vatika seven elements,1.6,sector 89,9019.165727170237,3,3,3,0,5,New Property,1774.0,0,58
siddhartha apartment,1.1,sector 95,3895.184135977337,4,3,3,2,9,Relatively New,2824.0,0,22
dlf garden city floors,1.7,sector 92,11525.42372881356,3,4,2,0,1,Under Construction,1475.0,0,63
corona gracieux,1.46,sector 76,6088.4070058381985,4,6,3+,1,8,New Property,2398.0,0,58
signature global city 63a,1.65,sector 63a,16871.16564417178,2,2,2,0,1,Under Construction,978.0,0,0
godrej oasis,2.65,sector 88a,16750.94816687737,3,3,3+,0,10,New Property,1582.0,0,110
signature global grand iva,0.3,sector 103,7462.686567164179,1,2,2,0,5,New Property,402.0,0,37
zara aavaas,0.65,sector 104,7665.094339622641,3,2,2,0,7,New Property,848.0,0,65
smart world orchard,2.57,sector 61,14191.054665930425,3,3,2,1,3,Under Construction,1811.0,0,0
signature global city 92,0.78,sector 92,9219.85815602837,2,2,3,1,2,Under Construction,846.0,0,24
ramsons kshitij,0.33,sector 95,4755.043227665706,2,2,1,1,14,New Property,694.0,2,79
eldeco accolade,1.2,sector 33,8042.8954423592495,2,2,2,0,0,Under Construction,1492.0,0,56
om appartments,0.4,sector 3 phase 2,4000.0,3,2,1,0,3,Relatively New,1000.0,0,7
the pearl apartmen,0.43,sector 15,5023.3644859813085,2,2,1,0,2,Relatively New,856.0,2,28
bestech park view grand spa,4.5,sector 81,11838.989739542225,4,6,3+,1,17,Relatively New,3801.0,2,44
signature global solera,0.38,sector 107,6060.606060606061,2,2,2,0,3,Relatively New,627.0,2,23
avl 36 gurgaon,0.75,sector 36a,8761.682242990653,2,2,2,0,5,Relatively New,856.0,0,26
tata gurgaon gateway,3.21,sector 113,14072.775098640946,3,3,3,0,9,New Property,2281.0,0,49
breez global hill view,0.35,sohna road,5681.818181818182,2,2,2,0,14,New Property,616.0,0,53
umang monsoon breeze,0.75,sector 78,6053.268765133172,2,2,1,0,5,Moderately Old,1239.0,0,0
sare green parc phase 3,0.95,sector 92,5367.2316384180795,4,3,3,0,4,Moderately Old,1770.0,0,67
lavanya apartments,0.9,sector 81,5056.179775280899,3,3,0,0,7,Relatively New,1780.0,0,0
signature global orchard avenue,0.85,sector 93,14237.85594639866,2,2,0,0,10,Relatively New,597.0,0,0
whiteland blissville,1.92,sector 76,11793.611793611793,3,3,2,0,3,Under Construction,1628.0,0,61
smart world gems,1.2,sector 89,8432.8882642305,3,3,2,0,2,New Property,1423.0,0,45
signature global city 37d ph 2,1.1,sector 37d,7333.333333333333,3,3,1,1,2,Under Construction,1500.0,0,30
dlf royalton tower,6.5,sector 43,23967.55162241888,4,4,3+,1,9,Moderately Old,2712.0,0,7
smart world orchard,1.85,sector 61,13318.934485241181,2,2,2,0,3,New Property,1389.0,0,44
suncity vatsal valley,1.38,gwal pahari,12212.389380530973,2,2,2,0,4,Under Construction,1130.0,2,133
shapoorji pallonji joyville gurugram,1.42,sector 102,10380.116959064328,2,2,3,0,14,Relatively New,1368.0,0,0
krisumi waterfall residences,2.3,sector 36a,15551.04800540906,2,2,2,0,23,Relatively New,1479.0,0,58
birla navya,3.7,sector 63a,13873.265841769778,3,3,3+,0,1,Under Construction,2667.0,0,72
zara aavaas,0.22,sector 104,6567.164179104478,1,2,2,0,2,New Property,335.0,0,60
signature global the millennia,0.6,sector 37d,9600.0,2,2,3,0,7,New Property,625.0,0,35
kashish manor one,1.65,sector 111,7842.205323193916,3,4,3+,2,14,Under Construction,2104.0,0,8
zara aavaas,0.2,sector 104,5988.023952095808,1,2,2,0,3,New Property,334.0,0,67
apartment,0.75,sector 92,4218.22272215973,3,4,3,1,2,Moderately Old,1778.0,0,113
vipul world floors,4.3,sector 48,12485.48199767712,4,5,3+,3,4,New Property,3444.0,0,88
shree vardhman victoria,1.9,sector 70,10764.87252124646,3,3,3,4,10,New Property,1765.0,0,36
essel tower,2.2,sector 28,11247.443762781186,3,4,3+,1,3,Moderately Old,1956.0,1,0
milan cghs 9,2.0,sector 39,8333.333333333334,3,3,3+,0,0,Old Property,2400.0,0,0
shapoorji pallonji joyville gurugram,0.95,sector 102,10382.513661202185,2,2,2,0,14,Relatively New,915.0,0,0
ramsons kshitij,0.4,sector 95,5256.241787122208,3,2,2,0,6,New Property,761.0,0,0
godrej icon,1.62,sector 88a,11073.137388926863,3,2,3+,1,10,Relatively New,1463.0,1,49
dnha cghs,0.85,sector 1,3863.6363636363635,3,3,0,0,5,Moderately Old,2200.0,0,0
breeze global heights,0.4,sector 33,6420.545746388443,2,2,2,0,4,Under Construction,623.0,0,0
m3m skycity,3.5,sector 65,15337.423312883435,3,3,3,3,15,New Property,2282.0,2,166
signature global city 37d ph 2,1.36,sector 37d,8859.934853420196,3,3,3,2,1,Under Construction,1535.0,0,37
pareena micasa,1.3,golf course ext road,9579.955784819454,3,3,3,0,12,Under Construction,1357.0,0,0
smart world orchard,2.41,sector 61,14785.276073619632,3,3,3,0,2,New Property,1630.0,0,61
