price,sector,built_up_area,bedRoom,bathroom,balcony,extra_rooms,agePossession,furnishing_type,luxury_category,floor_category
6.75,sector 59,2567.0,4,4,2,1,New Property,0,Low,Mid Floor
0.99,sector 92,1091.0,3,2,3,0,Under Construction,0,Low,Low Floor
1.4,sector 85,1400.0,2,2,3,0,Relatively New,0,Low,High Floor
0.6,sector 67a,633.0,2,2,2,0,New Property,0,Low,High Floor
1.35,sector 104,1094.0,3,2,2,0,New Property,0,Low,High Floor
1.2,sohna road,1780.0,3,3,0,0,Relatively New,0,Medium,High Floor
0.71,sector 79,1295.0,2,2,0,0,Under Construction,0,Low,Mid Floor
0.58,sector 3,900.0,2,2,2,0,Old Property,0,Medium,Low Floor
1.14,sector 89,1581.0,3,3,2,1,Under Construction,0,Medium,Low Floor
1.69,sector 103,1670.0,3,3,3+,0,Relatively New,2,Low,Mid Floor
0.48,sohna road,995.0,2,2,2,0,Under Construction,0,Low,High Floor
1.99,sector 102,1145.0,2,2,2,0,New Property,0,High,High Floor
2.5,cyber city,3167.0,4,4,3+,3,Old Property,2,Low,Low Floor
0.75,sector 81,1397.0,2,2,2,0,Moderately Old,0,Low,Mid Floor
2.5,sector 79,2244.0,3,3,3+,0,Relatively New,0,Low,Mid Floor
0.58,sohna road,822.0,2,2,2,0,Relatively New,0,Medium,Mid Floor
0.64,sector 86,1360.0,2,2,1,0,New Property,0,Medium,Mid Floor
1.2,sector 77,1822.0,3,3,3,0,Relatively New,0,Low,High Floor
0.93,sector 85,1587.0,3,3,3,0,Relatively New,0,Low,Mid Floor
0.8,sector 68,1180.0,2,2,3+,0,New Property,2,Low,High Floor
0.31,sector 81,366.0,1,1,1,0,Relatively New,1,Medium,High Floor
0.8,sector 7,1100.0,3,2,1,0,Relatively New,2,Medium,Mid Floor
0.7,sector 67a,657.0,2,2,1,0,New Property,0,Low,High Floor
1.5,sector 9a,2056.0,4,3,3+,0,Moderately Old,2,Low,Mid Floor
0.4,sector 36a,436.0,1,1,1,0,Relatively New,0,Low,Mid Floor
1.1,sector 89,1103.0,3,1,0,0,New Property,0,Low,Low Floor
0.5,sector 103,750.0,2,2,0,0,Relatively New,0,Low,Mid Floor
1.35,sector 33,1444.0,3,2,2,0,New Property,0,Medium,Mid Floor
1.7,sector 51,1773.0,3,4,3,2,Moderately Old,0,Medium,Low Floor
0.72,sector 99,784.0,2,2,2,1,Relatively New,0,Low,High Floor
0.35,sector 84,537.0,2,2,2,0,Relatively New,0,Low,Mid Floor
0.6,sector 12,800.0,2,2,1,1,New Property,1,Low,Low Floor
1.2,sector 68,982.0,2,2,3,0,Relatively New,1,Medium,Low Floor
0.5,sector 103,698.0,2,2,2,0,Relatively New,0,Low,Mid Floor
0.47,sector 56,672.0,1,1,1,0,Old Property,2,Medium,Mid Floor
5.0,sector 53,3222.0,3,4,3,1,Old Property,2,Low,Mid Floor
1.7,sector 66,1072.0,2,2,2,1,Relatively New,0,Medium,Mid Floor
0.95,sector 37c,1697.0,3,3,3+,0,New Property,0,Medium,Low Floor
2.2,sector 86,1747.0,3,3,1,1,Relatively New,1,Medium,Mid Floor
0.82,sector 81,955.0,2,2,3,0,Relatively New,0,Medium,Low Floor
1.25,sector 93,2105.0,4,4,3,0,Relatively New,0,Low,High Floor
0.84,sector 68,1180.0,2,2,2,0,New Property,0,Low,Mid Floor
3.2,sector 65,3150.0,4,3,2,1,Relatively New,0,Low,Low Floor
1.75,sector 82,2535.0,4,5,3+,0,Relatively New,0,Medium,Low Floor
0.35,sohna road,699.0,2,2,1,0,New Property,0,Medium,Low Floor
3.9,sector 106,2450.0,3,3,0,0,Relatively New,0,Medium,High Floor
3.45,sector 48,1869.0,3,3,3,0,Moderately Old,0,Low,High Floor
2.35,sector 70,2667.0,4,4,3+,1,Moderately Old,0,Medium,Mid Floor
1.5,sector 89,1480.0,3,3,3,0,Under Construction,0,Medium,Mid Floor
1.34,sector 70a,1180.0,2,2,3+,0,New Property,2,Medium,High Floor
3.4,sector 110,3077.0,4,5,3,2,Relatively New,0,Medium,Mid Floor
1.8,sector 69,1893.0,3,3,3,0,Under Construction,0,Low,High Floor
1.1,sector 92,1778.0,4,3,2,0,New Property,0,Low,High Floor
0.97,sector 89,1103.0,2,2,3+,0,New Property,0,Low,Low Floor
3.25,sector 63,2700.0,3,3,3,1,New Property,0,Low,Mid Floor
2.55,sector 61,1811.0,3,3,2,1,New Property,0,Low,Mid Floor
0.61,sector 92,1141.0,3,2,2,1,Under Construction,0,Low,Mid Floor
1.9,sector 72,1975.0,3,3,3,0,Relatively New,0,Low,Mid Floor
0.75,sohna road,1081.0,2,2,0,0,Relatively New,0,Medium,Low Floor
1.35,sohna road,2444.0,3,3,3,1,New Property,0,Medium,Low Floor
1.65,sector 69,1578.0,3,3,2,0,Relatively New,2,Medium,Low Floor
1.5,sector 37d,1376.0,3,2,3+,0,Relatively New,0,Low,High Floor
1.9,sector 72,1787.0,3,3,3,1,Moderately Old,2,Low,Mid Floor
15.0,sector 48,7444.0,5,6,3+,3,Relatively New,1,Low,High Floor
1.6,ats marigold,1584.0,3,3,3,0,New Property,0,Low,Mid Floor
3.9,sector 111,2996.0,4,5,3+,1,Relatively New,1,High,Mid Floor
0.46,sohna road,800.0,2,2,2,0,Relatively New,1,Medium,Mid Floor
0.32,sector 4,1056.0,2,2,1,0,Relatively New,2,Low,Mid Floor
0.42,sohna road,650.0,2,2,1,0,Relatively New,0,Low,High Floor
7.8,sector 63,3950.0,4,4,0,0,New Property,0,Medium,Mid Floor
0.95,gwal pahari,1778.0,3,3,3,0,Old Property,0,Low,High Floor
3.45,sector 48,3000.0,4,4,3+,0,Moderately Old,0,Low,Low Floor
1.1,sector 70,1350.0,3,2,2,0,Relatively New,0,Low,Mid Floor
0.85,manesar,1508.0,3,2,2,0,Moderately Old,0,Low,Mid Floor
0.95,sector 91,1186.0,2,2,2,0,Relatively New,0,Medium,Mid Floor
0.75,manesar,1502.0,3,2,2,0,Moderately Old,0,Low,Mid Floor
0.75,sector 89,1032.0,2,2,2,0,Moderately Old,0,Low,Mid Floor
1.4,sector 83,1570.0,3,3,2,0,Relatively New,2,Medium,Mid Floor
2.45,sector 47,2544.0,3,4,2,1,Old Property,2,Low,Low Floor
1.0,sector 68,1311.0,2,2,3,0,New Property,0,Low,High Floor
1.25,sector 89,1581.0,3,3,2,1,New Property,0,Low,Mid Floor
2.6,sector 69,2172.0,4,4,3+,1,Moderately Old,2,Low,Mid Floor
1.6,sector 15,1611.0,3,3,3+,1,Moderately Old,0,Medium,Low Floor
1.1,sector 89,1550.0,3,2,3,0,New Property,0,Low,Mid Floor
1.0,sector 2,1000.0,2,3,0,0,Moderately Old,0,Low,Low Floor
3.65,sector 36a,2297.0,3,3,2,0,New Property,0,Low,High Floor
1.4,sector 71,1958.0,3,3,2,1,Moderately Old,2,Medium,Low Floor
2.6,sector 61,1475.0,3,3,2,0,New Property,0,Low,Low Floor
1.6,sector 74,1272.0,2,2,2,0,New Property,0,Low,High Floor
0.75,sector-2 sohna road,1086.0,2,2,2,3,Under Construction,0,Medium,High Floor
0.75,sector 83,1199.0,2,2,2,0,Relatively New,2,Low,Mid Floor
3.9,sector 66,2200.0,3,4,3,0,Relatively New,0,Low,Low Floor
1.0,sector 71,869.0,1,1,1,0,Moderately Old,0,Medium,Mid Floor
0.7,sector 108,1548.0,2,2,3,0,Relatively New,0,Low,Low Floor
0.9,sohna road,1275.0,2,2,2,0,Relatively New,0,Low,Mid Floor
0.6,sector 95,1250.0,2,2,3,0,New Property,0,Low,Mid Floor
1.97,sector 109,2380.0,4,4,2,2,Relatively New,0,Low,High Floor
1.35,sector 37c,1820.0,3,3,0,0,New Property,0,Medium,Low Floor
0.75,sector 37d,1410.0,2,2,3,0,Moderately Old,0,Medium,High Floor
1.6,sector 61,1533.0,2,2,2,1,Relatively New,0,Medium,High Floor
0.4,sohna road,669.0,2,2,1,0,New Property,2,Medium,Low Floor
0.99,sohna road,1045.0,2,2,2,0,Under Construction,0,Low,Mid Floor
2.1,sector 106,2131.0,4,6,3+,2,Relatively New,0,Medium,Mid Floor
0.69,sector 78,1422.0,2,2,2,0,Moderately Old,0,Medium,High Floor
1.0,sector 89,1226.0,2,2,2,1,New Property,0,Low,Low Floor
0.85,sector 36,833.0,3,2,3,0,New Property,0,Low,Low Floor
0.32,sohna road,743.99,2,2,1,0,Relatively New,0,Medium,Mid Floor
0.7,sector 108,1720.0,2,2,3,0,Moderately Old,2,Low,Low Floor
0.4,sohna road,582.0,2,2,1,1,New Property,2,Low,Low Floor
1.42,sector 89,1581.0,3,3,2,0,New Property,0,Low,Mid Floor
0.38,sector 95,716.0,2,2,2,1,Relatively New,0,Medium,Mid Floor
0.26,sohna road,640.0,2,2,2,0,Relatively New,0,Low,Mid Floor
0.5,sector 36a,600.0,1,1,1,0,Relatively New,0,Low,Mid Floor
6.5,sector 72,3846.0,4,4,3+,3,Relatively New,0,Medium,Low Floor
1.9,sector 79,2389.0,3,4,2,1,New Property,0,Low,High Floor
0.85,sohna road,978.0,2,2,3,0,New Property,0,Medium,Mid Floor
0.65,sector 12,1167.0,3,3,1,0,New Property,2,Low,Low Floor
0.26,sohna road,521.0,2,2,2,0,Moderately Old,0,Low,Low Floor
0.35,sohna road,521.0,2,2,2,0,New Property,0,Low,High Floor
1.05,sector 37c,1500.0,3,3,3,0,New Property,2,Low,Mid Floor
0.9,sector 37c,1537.0,3,3,3,0,Moderately Old,2,Medium,Mid Floor
8.5,sector 63,3950.0,4,4,0,0,New Property,0,Medium,High Floor
0.75,sector 76,665.0,2,2,2,0,Under Construction,0,Medium,High Floor
1.5,sector 89,1944.0,3,3,3,1,New Property,0,Low,Low Floor
1.75,sector 104,2582.0,4,5,3+,1,New Property,0,Medium,Low Floor
1.9,sector 79,1946.0,3,4,3,0,Under Construction,0,Medium,High Floor
1.45,sector 33,1512.0,3,2,3,0,Under Construction,0,Low,Mid Floor
4.02,sector 59,2550.0,3,3,1,0,Under Construction,0,Low,Mid Floor
0.5,sector 92,1000.0,2,2,3,0,Relatively New,0,Low,Low Floor
3.98,sector 66,1991.0,3,4,3+,1,Moderately Old,2,Medium,Low Floor
0.55,sohna road,828.0,2,2,3,0,New Property,0,Medium,Mid Floor
1.47,sector 79,904.0,2,2,3,1,New Property,0,Medium,Mid Floor
0.7,sector 111,773.0,2,2,2,0,Relatively New,0,Medium,Mid Floor
1.1,sector 89,1226.0,2,2,2,1,New Property,0,Medium,Mid Floor
2.2,sector 36a,1338.0,2,2,2,0,New Property,0,Low,High Floor
0.55,sector 95,866.0,3,2,2,1,New Property,2,Low,High Floor
0.55,sector 95,811.0,3,2,2,1,New Property,2,Medium,High Floor
1.16,sector 89,1581.0,3,3,2,1,Under Construction,0,Medium,Mid Floor
1.1,sector 68,1244.0,2,2,3,0,New Property,0,Medium,High Floor
1.2,sector 33,898.0,2,2,0,0,Under Construction,0,Medium,High Floor
2.25,sector 45,3194.0,4,4,2,1,Old Property,1,Low,Mid Floor
3.35,sector 76,2111.0,3,4,3+,1,Under Construction,1,High,Mid Floor
2.69,sector 79,1946.0,3,4,3+,1,New Property,0,Low,Mid Floor
0.8,sector 86,1360.0,2,2,0,0,Relatively New,0,Low,Low Floor
0.35,sector 95,637.0,2,2,0,0,New Property,0,Low,Mid Floor
0.6,sector 81,814.0,2,2,1,0,Under Construction,0,Low,Low Floor
0.46,sohna road,789.0,2,2,2,0,Relatively New,1,Low,Mid Floor
2.5,sector 102,1945.0,3,4,3+,2,New Property,2,Medium,High Floor
0.6,sector 81,1000.0,2,2,1,0,Relatively New,0,Low,Low Floor
1.0,sector 68,1361.0,2,2,2,1,New Property,0,Medium,High Floor
0.93,sohna road,1000.0,2,2,2,1,Under Construction,0,Low,Mid Floor
2.54,sector 61,1822.0,3,3,3,1,Under Construction,0,Low,Low Floor
1.5,sector 57,2214.0,3,2,3+,0,Moderately Old,0,Medium,Low Floor
0.7,sector 90,1224.0,2,2,3,1,New Property,0,Medium,Mid Floor
2.78,sector 65,1654.0,3,3,3,0,Relatively New,0,Medium,High Floor
0.25,sohna road,481.0,2,2,0,0,Relatively New,0,Low,Low Floor
0.9,sector 92,1805.0,4,5,3+,1,Relatively New,0,Low,Mid Floor
0.96,sector 90,1697.0,3,4,3,1,New Property,0,Medium,Mid Floor
1.2,sector 37d,1900.0,3,2,1,2,Under Construction,0,Medium,Mid Floor
0.64,carterpuri village,944.0,2,2,1,0,Moderately Old,2,Low,Mid Floor
0.9,sector 107,1236.0,2,2,3+,1,Relatively New,2,Low,Mid Floor
0.45,sector 102,750.0,1,1,2,0,Relatively New,0,Low,Mid Floor
5.9,gwal pahari,5350.0,4,4,3+,0,Moderately Old,0,Medium,Low Floor
0.32,sohna road,476.0,2,1,0,0,Relatively New,0,Low,Low Floor
1.2,sector 37c,1647.0,3,3,3,0,Under Construction,0,Low,Mid Floor
0.56,sector 95,896.0,2,2,3,0,New Property,0,Low,High Floor
1.4,sector 79,1656.0,3,3,3,0,New Property,2,Medium,Low Floor
1.25,sector 31,1200.0,2,2,2,0,Old Property,0,Low,Low Floor
1.5,sector 33,1539.0,2,2,3+,0,Under Construction,0,Medium,Low Floor
2.22,sector 68,1403.0,3,2,3,0,Relatively New,0,Low,Mid Floor
1.5,gwal pahari,2013.0,4,4,3+,3,Old Property,2,Medium,Mid Floor
1.85,sector 79,1643.0,3,4,3,2,New Property,0,Low,High Floor
1.6,sector 61,1278.0,2,2,2,0,Under Construction,0,Low,Mid Floor
2.15,sector 108,4600.0,3,4,3+,1,Relatively New,0,Low,High Floor
0.3,sohna road,524.0,2,2,2,0,Relatively New,1,Medium,Mid Floor
0.74,shanti nagar,1361.0,3,3,2,0,Relatively New,0,Medium,Low Floor
3.2,sushant lok,2650.0,4,3,3,0,Old Property,0,Low,Mid Floor
1.32,sector 68,1460.0,2,2,2,0,New Property,0,Low,Mid Floor
3.0,sector 63,2000.0,3,3,3,0,New Property,0,Low,Mid Floor
1.2,sector 89,1423.0,3,3,2,2,New Property,0,Low,Mid Floor
1.39,sector 33,1333.0,3,2,3+,0,Under Construction,0,Medium,High Floor
3.0,sector 65,1654.0,3,3,3,0,Under Construction,0,Medium,High Floor
1.5,sector 89,1923.0,3,3,3,2,Relatively New,0,Medium,Mid Floor
2.0,sector 56,2081.0,4,4,2,0,Under Construction,0,Low,Mid Floor
2.75,sector 14,2200.0,4,5,3+,2,Old Property,1,Medium,Mid Floor
0.36,sector 111,450.0,1,1,1,0,Relatively New,0,Low,Mid Floor
0.21,sector 4,500.0,1,1,1,0,Relatively New,0,Low,Low Floor
0.26,sector 104,301.0,1,1,2,0,Relatively New,0,Medium,Low Floor
1.8,sector 107,1837.0,3,4,3+,1,Relatively New,0,Medium,Low Floor
4.1,sector 36a,2820.0,3,4,3,1,New Property,1,Low,High Floor
1.3,sector 79,1423.0,2,2,3,1,New Property,0,Low,Mid Floor
0.45,sector 95,695.0,2,2,2,0,New Property,0,Low,High Floor
0.6,sector 107,750.0,3,2,2,0,Relatively New,0,Medium,Mid Floor
0.4,sector 107,577.0,2,2,1,0,Relatively New,2,Medium,Mid Floor
1.99,sector 22,1285.0,2,2,2,3,New Property,0,Low,Mid Floor
1.99,sector 22,1285.0,2,2,2,0,New Property,0,Low,Mid Floor
0.28,sector-5 sohna road,533.0,2,2,1,0,Relatively New,0,Low,Low Floor
0.74,sohna road,1367.0,2,2,3+,0,Relatively New,0,Medium,High Floor
1.28,sector 89,1611.0,3,3,2,1,Under Construction,0,Medium,Mid Floor
1.6,sector 61,1278.0,2,2,2,2,New Property,0,Low,Mid Floor
0.97,sector 89,1371.0,2,2,2,1,New Property,0,Low,Low Floor
0.86,sector 77,1214.0,2,2,2,0,New Property,2,Medium,High Floor
1.25,sector 70a,1402.0,2,2,2,0,New Property,0,Low,High Floor
3.23,sector 63a,1640.0,3,3,3,1,New Property,0,Medium,Mid Floor
0.25,sector 107,318.0,1,1,0,0,Relatively New,0,Medium,Low Floor
1.1,sector 70a,1312.0,2,2,3+,0,New Property,0,Medium,Mid Floor
0.48,sector 81,613.0,2,2,1,0,Relatively New,2,Medium,Mid Floor
1.8,sector 65,1456.0,2,2,3,0,New Property,0,Medium,High Floor
7.9,sector 63,3950.0,4,4,3+,0,Under Construction,0,Medium,High Floor
0.95,sector 37c,1179.0,2,2,3+,2,Relatively New,2,Medium,High Floor
0.36,sector 95,717.0,2,2,2,1,New Property,0,Medium,Mid Floor
0.24,sector 36,458.0,1,1,1,0,New Property,0,Medium,Mid Floor
0.45,sohna road,789.0,2,2,2,0,Relatively New,1,Low,Mid Floor
0.65,sector 37d,625.0,2,2,3,0,New Property,0,Low,Low Floor
2.01,sector 65,1482.0,2,2,3,1,New Property,0,Low,Mid Floor
1.0,sector 89,1230.0,2,2,2,1,Under Construction,0,Low,Low Floor
0.9,sector 5 chowk,889.0,3,2,2,1,Moderately Old,0,Low,Mid Floor
6.02,sector 53,2892.0,3,3,3,0,Under Construction,0,Medium,High Floor
0.9,sector 89,1105.0,2,2,2,0,New Property,0,Low,Low Floor
3.5,sector 76,2937.0,3,4,3,0,Under Construction,0,Low,Mid Floor
1.3,sector 85,1130.0,2,2,3,0,Under Construction,0,Medium,High Floor
0.5,sector 86,573.0,2,2,2,0,Old Property,0,Low,Mid Floor
0.35,sohna road,658.0,2,2,2,0,New Property,0,Low,High Floor
0.25,sohna road,600.0,1,1,1,0,Relatively New,0,Low,High Floor
0.5,manesar,1300.0,2,2,0,0,Under Construction,0,Low,Mid Floor
0.27,sector 84,387.0,1,1,1,0,Relatively New,1,Low,High Floor
1.7,sector 56,1585.0,3,2,3,1,Old Property,0,Medium,Mid Floor
1.16,sector 89,998.0,3,2,3,1,New Property,0,Low,Low Floor
1.01,sector 107,1200.0,2,2,3+,1,New Property,0,Medium,High Floor
1.75,"old delhi road, opp sector-14",2556.0,5,5,2,3,Old Property,1,Medium,Mid Floor
0.5,sector 107,622.0,2,2,2,0,New Property,0,Low,High Floor
0.82,sector 36,1201.0,3,2,3,0,New Property,0,Low,Low Floor
1.1,sector 85,1467.0,3,4,3,1,Moderately Old,1,Medium,Mid Floor
0.65,sector 47,599.0,1,1,2,0,Old Property,0,Medium,Mid Floor
1.58,sector 61,1278.0,2,2,2,1,New Property,0,Low,Mid Floor
0.85,sector 30,734.0,2,2,1,1,Old Property,2,Low,Low Floor
1.25,sector 79,1383.0,2,2,3,0,Relatively New,0,Low,Low Floor
0.72,sector 36,978.0,3,2,3,0,Under Construction,0,Low,Mid Floor
0.87,sector 49,500.0,1,1,1,0,Relatively New,1,Low,Low Floor
1.7,sector 79,1659.0,3,4,3+,1,New Property,0,Medium,Mid Floor
2.35,sector 70,2667.0,4,4,3+,1,Moderately Old,2,Medium,Mid Floor
0.5,sector 88a,663.0,3,2,2,0,Under Construction,0,Low,Low Floor
1.41,sector 79,1747.0,2,2,3,1,New Property,0,Medium,Mid Floor
0.99,sector 92,1661.0,3,2,3,1,New Property,0,Low,Low Floor
3.25,sector 69,2910.0,4,5,3+,2,Relatively New,0,Low,High Floor
3.5,sector 63a,1500.0,3,3,3,0,Under Construction,0,Low,Low Floor
2.5,sector 48,2167.0,4,5,3,1,Moderately Old,1,Low,Low Floor
0.5,sector 76,844.0,2,2,1,0,Under Construction,0,Medium,Mid Floor
2.25,sector 61,1721.0,3,3,2,0,Under Construction,0,Low,Mid Floor
1.4,sector 21,2172.0,5,4,2,0,Moderately Old,0,Low,Low Floor
0.9,sector 85,1402.0,3,3,2,0,Relatively New,0,Medium,High Floor
0.36,sohna road,522.0,2,2,1,0,New Property,0,Low,Low Floor
0.65,sector 56,839.0,1,1,1,0,Moderately Old,0,Medium,Low Floor
1.3,sector 79,1330.0,2,2,2,1,Relatively New,2,Medium,Mid Floor
0.67,sector 86,1231.0,2,2,1,0,Relatively New,0,Medium,Mid Floor
0.25,sohna road,386.0,1,1,1,0,Relatively New,0,Medium,Low Floor
0.58,sector 56,672.0,1,1,1,0,Old Property,0,Medium,Low Floor
0.26,sector 5,648.0,1,1,1,0,Relatively New,0,Low,Mid Floor
0.6,sector 86,833.0,3,2,2,0,New Property,0,Low,Low Floor
0.5,sector 86,668.0,2,2,1,0,Relatively New,0,Low,Low Floor
1.35,sector 33,1484.0,3,2,3+,1,Under Construction,0,Low,Mid Floor
1.13,sector 70,1457.0,3,3,2,0,Under Construction,0,Low,Low Floor
1.6,sector 109,3008.0,4,1,0,0,New Property,0,Low,Low Floor
0.65,sector 89,1390.0,2,2,2,0,Under Construction,0,Low,High Floor
0.32,sohna road,616.0,2,2,2,0,Relatively New,2,Low,High Floor
0.8,sector 103,1450.0,2,2,0,0,Relatively New,0,Medium,Mid Floor
5.5,sector 28,3406.0,4,5,3+,2,Moderately Old,2,Low,Mid Floor
0.95,sector 37c,1578.0,2,2,0,1,Under Construction,0,Medium,High Floor
1.2,sector 84,1149.0,2,2,1,0,Relatively New,0,Low,Mid Floor
1.55,sector 61,1041.0,2,2,1,1,Under Construction,0,Low,Mid Floor
6.0,sushant lok,3806.0,4,5,3,0,Old Property,0,Low,Low Floor
0.3,sohna road,743.0,2,2,2,0,Relatively New,0,Low,Mid Floor
1.92,sector 76,1672.0,3,3,2,0,Under Construction,0,Medium,Low Floor
1.82,sector 106,1359.0,3,2,2,0,Relatively New,0,Low,Mid Floor
0.5,sector 89,672.0,2,2,1,0,Relatively New,1,Medium,Mid Floor
0.25,sector 89,430.0,1,1,1,0,New Property,0,Medium,Mid Floor
1.07,sector 92,2040.0,4,3,3,2,Under Construction,0,Medium,Mid Floor
0.8,sector 90,1350.0,2,3,2,0,Relatively New,0,Medium,Low Floor
0.62,sector 82a,650.0,1,1,0,0,Relatively New,0,Low,Mid Floor
1.25,sector 33,1385.0,2,2,3,0,Under Construction,0,Medium,High Floor
0.88,sector 89,1103.0,2,2,0,0,New Property,0,Low,Low Floor
0.8,sector 82,1383.0,2,2,3,0,Relatively New,0,Low,Mid Floor
1.1,sector 33,1533.0,2,2,2,0,Under Construction,0,Medium,High Floor
0.85,sector 92,1261.0,3,2,2,0,Relatively New,0,Low,High Floor
5.0,sector 52,5778.0,5,7,3+,2,Moderately Old,0,Medium,Low Floor
1.45,sector 88a,1993.0,3,3,3,0,Relatively New,0,Low,High Floor
1.25,sector 89,1288.0,3,3,3,1,Under Construction,0,Low,Low Floor
0.48,sector 6,900.0,3,2,2,0,Moderately Old,0,Medium,Low Floor
2.0,sector 67a,1584.0,3,3,3,1,New Property,0,Low,High Floor
0.55,sector 37c,669.0,1,1,0,0,Relatively New,0,Low,Mid Floor
0.32,sohna road,644.0,2,2,1,0,New Property,0,Low,Mid Floor
0.82,sector 86,1300.0,2,2,1,0,New Property,0,Low,High Floor
0.4,sector 104,515.0,2,2,1,0,Relatively New,0,Low,High Floor
1.15,sector 33,995.0,2,2,2,0,Under Construction,0,Low,High Floor
0.94,sector 84,1222.0,3,2,3+,1,New Property,2,Medium,Mid Floor
5.0,sector 52,5200.0,5,5,3+,0,Moderately Old,0,Low,Low Floor
0.75,sector 92,1556.0,3,2,2,0,Relatively New,0,Low,High Floor
1.3,sector 85,1484.0,2,2,2,0,New Property,0,Medium,High Floor
1.5,sector 84,1849.0,3,3,3,1,New Property,0,Medium,Low Floor
1.25,sector 92,2278.0,3,3,3,1,Under Construction,0,Low,High Floor
0.65,sohna road,913.0,2,1,2,0,New Property,0,Medium,Mid Floor
0.9,sector 10a,1086.0,2,2,3,1,New Property,0,Medium,Mid Floor
0.92,sector 88b,1350.0,2,2,3,0,New Property,0,Low,Mid Floor
1.3,sector 92,2040.0,4,4,0,0,Relatively New,0,Low,Mid Floor
3.0,sector 63,1642.0,3,3,3+,1,Relatively New,2,Low,High Floor
0.68,sohna road,916.0,2,2,2,0,New Property,0,Medium,Mid Floor
0.55,samaspur,1167.0,2,2,0,0,Relatively New,0,Low,Mid Floor
1.33,sector 89,1423.0,3,3,3,1,Under Construction,0,Medium,Mid Floor
0.8,sector 107,1236.0,2,2,3+,0,New Property,0,Medium,High Floor
1.55,sector 89,1403.0,3,2,3,1,Moderately Old,2,Medium,Mid Floor
0.35,sector 99a,606.0,2,2,1,0,Relatively New,0,Medium,Mid Floor
0.49,sector 92,1109.0,2,2,2,0,Relatively New,0,Medium,Low Floor
1.85,iffco chowk,1510.0,3,2,3,2,Moderately Old,0,Medium,Low Floor
2.3,sector 109,2339.0,3,4,3+,2,New Property,0,Medium,Mid Floor
1.5,sector 67a,1500.0,2,2,2,1,Relatively New,2,Low,Mid Floor
1.25,sector 33,1539.0,2,2,3+,0,Under Construction,0,Low,High Floor
1.0,sector 77,1489.0,2,2,2,0,New Property,0,Medium,Mid Floor
1.6,sector 89,1774.0,3,3,3,0,New Property,0,Medium,Mid Floor
1.1,sector 95,2824.0,4,3,3,2,Relatively New,0,Low,Mid Floor
1.7,sector 92,1475.0,3,4,2,0,Under Construction,0,Medium,Low Floor
1.46,sector 76,2398.0,4,6,3+,1,New Property,0,Medium,Mid Floor
1.65,sector 63a,978.0,2,2,2,0,Under Construction,0,Low,Low Floor
2.65,sector 88a,1582.0,3,3,3+,0,New Property,0,Medium,Mid Floor
0.3,sector 103,402.0,1,2,2,0,New Property,0,Low,Mid Floor
0.65,sector 104,848.0,3,2,2,0,New Property,0,Medium,Mid Floor
2.57,sector 61,1811.0,3,3,2,1,Under Construction,0,Low,Mid Floor
0.78,sector 92,846.0,2,2,3,1,Under Construction,0,Low,Low Floor
0.33,sector 95,694.0,2,2,1,1,New Property,2,Medium,High Floor
1.2,sector 33,1492.0,2,2,2,0,Under Construction,0,Medium,Low Floor
0.4,sector 3 phase 2,1000.0,3,2,1,0,Relatively New,0,Low,Mid Floor
0.43,sector 15,856.0,2,2,1,0,Relatively New,2,Low,Low Floor
4.5,sector 81,3801.0,4,6,3+,1,Relatively New,2,Low,High Floor
0.38,sector 107,627.0,2,2,2,0,Relatively New,2,Low,Mid Floor
0.75,sector 36a,856.0,2,2,2,0,Relatively New,0,Low,Mid Floor
3.21,sector 113,2281.0,3,3,3,0,New Property,0,Low,Mid Floor
0.35,sohna road,616.0,2,2,2,0,New Property,0,Medium,High Floor
0.75,sector 78,1239.0,2,2,1,0,Moderately Old,0,Low,Mid Floor
0.95,sector 92,1770.0,4,3,3,0,Moderately Old,0,Medium,Mid Floor
0.9,sector 81,1780.0,3,3,0,0,Relatively New,0,Low,Mid Floor
0.85,sector 93,597.0,2,2,0,0,Relatively New,0,Low,Mid Floor
1.92,sector 76,1628.0,3,3,2,0,Under Construction,0,Medium,Mid Floor
1.2,sector 89,1423.0,3,3,2,0,New Property,0,Low,Low Floor
1.1,sector 37d,1500.0,3,3,1,1,Under Construction,0,Low,Low Floor
6.5,sector 43,2712.0,4,4,3+,1,Moderately Old,0,Low,Mid Floor
1.85,sector 61,1389.0,2,2,2,0,New Property,0,Low,Mid Floor
1.38,gwal pahari,1130.0,2,2,2,0,Under Construction,2,Medium,Mid Floor
1.42,sector 102,1368.0,2,2,3,0,Relatively New,0,Low,High Floor
2.3,sector 36a,1479.0,2,2,2,0,Relatively New,0,Medium,High Floor
3.7,sector 63a,2667.0,3,3,3+,0,Under Construction,0,Medium,Low Floor
0.22,sector 104,335.0,1,2,2,0,New Property,0,Medium,Low Floor
0.6,sector 37d,625.0,2,2,3,0,New Property,0,Low,Mid Floor
1.65,sector 111,2104.0,3,4,3+,2,Under Construction,0,Low,High Floor
0.2,sector 104,334.0,1,2,2,0,New Property,0,Medium,Mid Floor
0.75,sector 92,1778.0,3,4,3,1,Moderately Old,0,Medium,Low Floor
4.3,sector 48,3444.0,4,5,3+,3,New Property,0,Medium,Mid Floor
1.9,sector 70,1765.0,3,3,3,4,New Property,0,Low,Mid Floor
